Gene,log2FoldChange,padj
ZNF276,0.436261877,1.51393295419241e-07
VDR,0.657451936,1.52249365614563e-07
MED6,0.266483781,1.52303030850299e-07
RPF1,0.309674974,1.52530259741616e-07
ZDHHC15,-0.769186113,1.53480265637397e-07
CDK11B,0.351089886,1.53484809137739e-07
DBH-AS1,0.856190543,1.53728569899118e-07
AOAH,0.707473775,1.53820831772744e-07
TMEM59,-0.288416181,1.53890081000407e-07
CABCOCO1,-1.030116514,1.54127824114044e-07
GDPD5,-0.748203059,1.54657514094917e-07
LRRC49,-0.518669979,1.55225692217961e-07
IGLL5,1.441724168,1.55735033349682e-07
COQ8B,0.378765222,1.56817278290516e-07
AP000866.6,-0.552327297,1.58665828373406e-07
TANK,-0.43032662,1.59737617513179e-07
EPHA3,-1.058803205,1.60674453167097e-07
SNAPC1,0.360196858,1.60928894246415e-07
TFB1M,0.350821688,1.63436222561709e-07
CLYBL,-0.528903319,1.63637418347347e-07
IGHM,1.318018098,1.65261581768239e-07
LIN54,0.330833851,1.66362663473711e-07
BAHCC1,0.602513159,1.66471141905257e-07
AC004801.6,0.489287839,1.6723898526133e-07
PTPN23,0.26102099,1.67399762179969e-07
TTLL9,-0.742780944,1.67577222904772e-07
MRPS31P4,-0.551778216,1.67798170415087e-07
ZNF567,0.430290813,1.67805603260103e-07
ARHGEF35-AS1,-0.616001679,1.68430975618774e-07
TNFRSF13B,1.349768296,1.68582188924824e-07
IRF2-DT,-0.452048888,1.68672615096606e-07
SUPT7L,0.23095415,1.69265561926187e-07
RGS11,-1.033875984,1.69585146425705e-07
FAM8A1,-0.393732109,1.70268010524767e-07
IFFO2,-0.659087322,1.714163660159e-07
PRRT1,-0.54910134,1.7340417613801e-07
AEBP1,0.706985476,1.73571819124654e-07
AL157935.1,0.890104477,1.73751458226634e-07
DNAJC4,0.420248023,1.74227647429061e-07
P2RY13,-0.751177962,1.74402351997423e-07
KCNK12,0.680629955,1.74420445010228e-07
PTCH2,-0.724797466,1.74501216386586e-07
LINC01619,-0.758458352,1.74575849461029e-07
AC024145.1,-0.869894897,1.76202744949904e-07
CIDECP1,0.414353543,1.77220963458822e-07
OTUD3,-0.41695049,1.77796219910968e-07
HLA-DOA,0.766949239,1.78964349890648e-07
SFTA1P,-1.072396118,1.79232763009395e-07
ACHE,0.840972692,1.79258337194747e-07
GNA14,-0.765761024,1.79282415647133e-07
AL136090.2,0.892020456,1.80474714107775e-07
AL590560.3,-0.8096737,1.81282079485166e-07
IPPK,0.454581685,1.81306089367523e-07
DLL1,-0.665767028,1.81324354359572e-07
CITED4,0.836700548,1.81727851722681e-07
GNLY,0.887391053,1.82347144681243e-07
ZDHHC11B,-1.007307657,1.83071610682163e-07
C9orf72,-0.4464218,1.83892019916512e-07
EGFL6,-1.368472014,1.84004139622284e-07
GRIPAP1,0.3315813,1.84273096183104e-07
LNC-LBCS,0.872467584,1.84463881168469e-07
MPV17L,-1.059836078,1.84580760156943e-07
CEP135,0.423939683,1.85522493450447e-07
REELD1,-0.93857561,1.85815395942113e-07
SVOPL,0.962034106,1.86127270325973e-07
AC130650.2,-0.628707175,1.86199211455347e-07
AC011815.3,-0.707663968,1.86538779585167e-07
UQCRC1,0.48349549,1.87224364132228e-07
RNF26,0.341509184,1.88091052111895e-07
PWWP3A,-0.362266622,1.88377204010372e-07
AC131212.3,0.709850265,1.88573368255805e-07
NIPBL-DT,-0.451725224,1.89984905246408e-07
PON2,0.385237059,1.90693686622098e-07
ZFHX4-AS1,-1.150472902,1.94114255608459e-07
CYTH3,-0.439300988,1.94193450378361e-07
TSNARE1,0.509352477,1.95418241024862e-07
IGLV8-61,1.622445149,1.95497989026873e-07
CXXC1,0.39493672,1.95520847966961e-07
TGM2,0.826794866,1.95520847966961e-07
ADH6,-0.662484042,1.95848144054815e-07
FAM234B,-0.7155507,1.95864974243692e-07
TEX261,0.302017834,1.9648108071548e-07
AKIP1,0.401428161,1.96563671024606e-07
KIAA0895L,0.438759491,1.96563671024606e-07
ANKRD20A5P,-0.988147059,2.00961291005398e-07
CASC15,0.654900485,2.02921480200175e-07
GATA3,-1.026346969,2.05075514552386e-07
ATP6AP1L,-0.502284293,2.05075514552386e-07
AP003068.2,0.737730673,2.05146235636302e-07
ZBTB26,-0.391094009,2.05539425381778e-07
CRIM1-DT,-0.621015049,2.05890361459683e-07
WASF1,0.603616631,2.06455721899531e-07
CNTNAP1,-0.524834421,2.06509720725375e-07
SPOPL,-0.43753129,2.06522213694833e-07
TBC1D20,-0.315741278,2.06756183380726e-07
MTCO1P40,1.674227175,2.07016630802367e-07
DHX15,0.282634054,2.09143964237443e-07
CLN8,-0.407494825,2.0983057397612e-07
AL139100.1,0.771775541,2.09844340941944e-07
C2orf92,-0.567429343,2.10922497243058e-07
AC024580.1,-0.668766124,2.10972005356663e-07
GFM2,-0.308554965,2.12033978131354e-07
PAXBP1-AS1,-0.444917844,2.125995994777e-07
AC006378.1,-0.77385056,2.125995994777e-07
ALMS1P1,-0.727513292,2.13945659856363e-07
CEP63,-0.256690019,2.14618757382012e-07
TCEAL9,0.430282187,2.14618757382012e-07
BEX3,0.511630245,2.14946225422714e-07
XCL2,0.928102484,2.15611430718583e-07
AC024293.1,0.491199182,2.15611430718583e-07
HNRNPLL,0.257307988,2.18019451957314e-07
PRPF38B,0.266648838,2.18441238252874e-07
IBTK,-0.334226719,2.18970511143427e-07
EGF,-1.360501699,2.21436611422823e-07
SLC26A2,0.759928673,2.22216024606248e-07
STX8,-0.378789362,2.2287626632179e-07
PTAR1,-0.453564614,2.23272239189333e-07
TMBIM6,-0.322879952,2.23333563511923e-07
LONRF1,-0.466147018,2.23506418605202e-07
PPFIBP1,-0.48844321,2.23879906258614e-07
TNFSF9,1.050707697,2.24391393127193e-07
CYTH2,0.380563563,2.25253938889429e-07
KRT80,1.011587683,2.25253938889429e-07
BHLHE40,-0.634855341,2.29147391826827e-07
RUBCNL,0.678546424,2.297130659648e-07
RAB21,-0.368788678,2.2986815313756e-07
ALG13,-0.287970866,2.30943720136067e-07
SENCR,-0.778425913,2.31986179032972e-07
UBE2Q2P2,0.604066479,2.32406329517848e-07
FAM177A1,0.319388108,2.32488575833998e-07
NTN1,0.754903326,2.32527697209638e-07
GCA,0.340446636,2.35399407871218e-07
ZNF91,-0.486762677,2.35418937556895e-07
ENDOU,-0.973156421,2.35654911988274e-07
MRM3,0.391159031,2.3623485360484e-07
AC090772.3,0.703306826,2.3667542598608e-07
PRR13,0.354897652,2.36769452807725e-07
TM9SF1,0.290122985,2.3798610087152e-07
GRIN2B,-1.233726993,2.3798610087152e-07
COMMD9,0.419181955,2.38002572990156e-07
TRADD,0.493874642,2.40847843118031e-07
RPLP1,0.485756869,2.41742686111685e-07
CORO2A,0.630241853,2.41822903472205e-07
AL359643.2,-0.510524708,2.44194989212752e-07
HBEGF,-0.720298303,2.44699209779835e-07
ADORA1,0.917270357,2.45083679705345e-07
GPR173,0.774383995,2.45632424739273e-07
PHF23,0.298906598,2.45855170964868e-07
PUS3,0.304216878,2.47857802458946e-07
ESRP2,0.738454908,2.47967628922863e-07
BRD3OS,-0.312622315,2.48836409546517e-07
LINC00910,-0.424631066,2.50950668203494e-07
AHCTF1P1,0.711726926,2.53588824765259e-07
SLC39A8,0.596240932,2.53856828115639e-07
LINC00899,-0.499126013,2.54356561598072e-07
AC011379.2,-0.728708686,2.54894153687085e-07
AL603839.2,0.541078447,2.55148026688079e-07
AC022007.1,-0.660220813,2.55999181098532e-07
CEP152,0.383440243,2.57144664901367e-07
VCPIP1,0.401006982,2.57347314895477e-07
AL390728.6,0.565143009,2.59093039982865e-07
JUP,0.505202019,2.5927050137204e-07
FSTL3,-0.840854111,2.59360689678437e-07
PTGFR,-1.041633299,2.59976413167482e-07
IGKV2D-40,1.643266381,2.60096713519458e-07
AL162171.3,-0.597001108,2.60883125513498e-07
AC007066.2,-0.458138744,2.63114425814343e-07
GFRA2,-1.167086132,2.63327522864153e-07
BCAP29,0.528346649,2.64705049318333e-07
PIGA,0.409022772,2.64727767335821e-07
ECI1,0.536306163,2.70963064273718e-07
ADAM12,0.814790415,2.71091093246689e-07
SLC30A2,1.275776796,2.71221532579737e-07
AL135910.1,-0.613128623,2.72914596904393e-07
EXOC7,-0.317069506,2.77295414457155e-07
IL1RN,0.947186929,2.77584784369417e-07
EIF4A2,-0.312793716,2.77678655016616e-07
CYP20A1,-0.319435798,2.78413196619978e-07
SYNE4,0.910906256,2.78678662323509e-07
NGDN,0.289469859,2.81283853138235e-07
KEL,0.919840438,2.81909994049576e-07
AL023882.1,-0.679940296,2.81909994049576e-07
STX4,0.418108948,2.82866749076398e-07
BEND5,-0.749122548,2.83696183911911e-07
SYCP2,0.864190354,2.84148615586625e-07
GOLPH3L,0.329074298,2.84885571970491e-07
UNC119,0.397002531,2.85635168219078e-07
TENT5B,-0.83080306,2.8632010379188e-07
LIMK2,0.478005215,2.8632010379188e-07
ZFP14,-0.422628837,2.89953035600045e-07
WEE1,-0.615265943,2.91139904946676e-07
AL022069.3,-0.528343378,2.922407235598e-07
AL033384.1,0.99555738,2.93744258245056e-07
LINC01600,0.883881221,2.94264613134352e-07
TMED1,0.477486914,2.94881864221325e-07
SLC37A3,0.318800429,2.97222328052009e-07
ADAMTSL5,-0.860505143,2.97222328052009e-07
NAA25,0.356788665,2.97600731906469e-07
ARFIP1,-0.312247882,2.97829347750562e-07
CD58,0.372091885,2.99276139534725e-07
NMNAT3,-0.631234563,3.0025726148981e-07
RNF167,0.287552899,3.01483739270191e-07
USP42,0.281192497,3.02824534617684e-07
U2SURP,0.323652036,3.03170334785477e-07
ITGA4,0.622553935,3.06229299817373e-07
HSPA9,0.314888126,3.06930265768107e-07
IRF2BP1,0.455187605,3.07007538212291e-07
TAF9B,-0.36685026,3.0744043041995e-07
CCL24,-1.290941982,3.09076424366351e-07
AC079922.1,0.801913751,3.09205684139633e-07
IGHV1-46,1.337514046,3.10230124047157e-07
NSRP1,-0.238627958,3.11257185031131e-07
MTSS1,0.67430089,3.12639648544093e-07
SCN2A,-1.160063131,3.1310571140903e-07
AP002800.1,0.963732723,3.13254119536618e-07
OGFOD3,0.420037781,3.14932178963219e-07
ELOVL3,-1.167916095,3.16648963996836e-07
PHACTR4,0.325739126,3.18029653703953e-07
SNX25,-0.3231404,3.21238823529812e-07
ACTR6,0.347119906,3.23957921480704e-07
MRPS36,-0.382378515,3.24041990242252e-07
MST1,-0.592737306,3.24932327754743e-07
RPA1,0.282211599,3.25769664747277e-07
TRAPPC2,0.349085841,3.26368568182961e-07
S1PR2,0.437475059,3.265078971772e-07
EXOC3L2,0.55959777,3.265078971772e-07
GJC2,-0.673556261,3.26819999249764e-07
SOBP,-0.75143597,3.27822809558654e-07
RXRB,0.285978189,3.2787260542479e-07
TMEM199,0.333291392,3.29827998776877e-07
AC015712.2,-0.603586898,3.30524596776293e-07
PPP3CC,-0.403492324,3.32048379554085e-07
DEF8,0.325312288,3.34670839781916e-07
AC002550.2,0.475337959,3.35985003466675e-07
SAT2,-0.415748573,3.36606427152807e-07
TES,0.427773024,3.3743423154563e-07
SPAG6,-1.316717194,3.37540722946e-07
ZSWIM1,0.250733189,3.37799350164733e-07
AC125437.1,0.546458325,3.38891129106034e-07
FRG1JP,-1.090901052,3.41572388592835e-07
UBE2E4P,0.557695211,3.41572388592835e-07
EDF1,0.501990433,3.41828234591787e-07
GBP4,0.847263562,3.43060442011764e-07
C3orf62,-0.284072868,3.43345695670802e-07
CAPN6,1.451881419,3.44424409579945e-07
CLSTN1,0.455216956,3.44644137848796e-07
ATP6V1H,0.312388381,3.45664121654064e-07
SGPP1,-0.506282884,3.46411680887539e-07
REPS2,-0.490443643,3.48742955138129e-07
AC125807.2,0.701873858,3.49036378113242e-07
LINC00863,-0.429412386,3.49592228784246e-07
PAK6,0.75471745,3.50271622022238e-07
LPAR4,-0.721732482,3.50436589339941e-07
CRK,-0.290880054,3.51895021216626e-07
AKIRIN1,0.332427828,3.52089222293582e-07
KLHL30,-1.265591831,3.52703891053924e-07
SLC22A18AS,-0.76896757,3.52703891053924e-07
LY6E-DT,0.851075824,3.53000988575929e-07
HAVCR2,0.649149316,3.54472638648121e-07
TBX18,-0.86785546,3.56090801051456e-07
ZNF610,0.515706771,3.56403579138442e-07
AL160006.1,-0.388770437,3.57457992881059e-07
TNFRSF10C,-0.839697881,3.62051789718321e-07
RABGGTA,0.307801721,3.65706897044347e-07
ECI2,-0.672248953,3.66086336588358e-07
AC138956.2,-0.63275674,3.69602788158536e-07
DENND6A,-0.290927732,3.70222036057739e-07
SCAND2P,-0.406213358,3.71114720748891e-07
IRX6,-1.205840602,3.7182800847081e-07
AIP,0.446664655,3.72218386907885e-07
NINJ2,0.681830108,3.72533637364732e-07
CEP97,0.404115532,3.72669276529971e-07
ATP5ME,0.581234936,3.72670357477214e-07
TRMT5,-0.247494897,3.74288888526633e-07
KTN1,-0.362630577,3.74314470379574e-07
RBMXL1,-0.3196347,3.75576442619124e-07
EVI2A,0.607900354,3.75725952327911e-07
ACSL4,-0.526758513,3.77203648115644e-07
TRAPPC6B,-0.440114558,3.77381363401914e-07
TNNI2,1.085571239,3.78048294635553e-07
TRIM35,-0.307025012,3.82161219910143e-07
Z69706.1,-0.591841637,3.82851490702187e-07
MLXIP,0.390132411,3.85290403008664e-07
SPSB4,1.38731881,3.85298995670218e-07
MISP,1.277478162,3.86005328665174e-07
NELL2,0.860906147,3.89024671899107e-07
MTPN,0.300692038,3.89579591805532e-07
RPP14,-0.292433464,3.89579591805532e-07
RAD23A,0.447352089,3.92208685781131e-07
MAP3K7,0.263547714,3.94562684283923e-07
RASSF2,0.580120747,3.96277190006841e-07
POPDC2,-0.572540928,3.99168544587546e-07
STX5,0.264450606,3.9966527803912e-07
ARL4D,-0.663589849,4.00930543249462e-07
ASMTL,-0.427603749,4.04136662073837e-07
ZNF197,-0.263908207,4.05615189003745e-07
SURF6,0.362159994,4.06426846827334e-07
TPT1,-0.477902586,4.10845211184972e-07
UBE3C,0.348670785,4.1085543414291e-07
GZMH,0.872246685,4.12754508027516e-07
FLG,-1.015625822,4.12965315084195e-07
FBXL15,0.646067057,4.14713075979252e-07
DSG1,1.659073451,4.14713075979252e-07
SHC1,0.324897587,4.18645378954792e-07
HPN,1.128557202,4.18857567255465e-07
PITX2,1.065334318,4.19360879834648e-07
SRSF4,0.255452821,4.2083553530134e-07
ZNF583,-0.420621736,4.20922399048565e-07
AC090607.2,-0.576576948,4.22554264624216e-07
SORBS3,-0.437422115,4.23064920072761e-07
ST8SIA1,0.672317482,4.23922763691006e-07
CLIC6,-1.139504352,4.2881232501338e-07
AC107223.1,-0.82048297,4.30932579761328e-07
SLC4A3,0.576651291,4.3104991113452e-07
CHID1,0.373908388,4.32235226347022e-07
GPBP1,-0.242225055,4.33162474487206e-07
ZNF318,0.371004496,4.33517025788631e-07
JUND,-0.599441048,4.34099085231063e-07
PLEKHG5,-0.571251004,4.36867737475797e-07
OPLAH,0.664455406,4.37689246997899e-07
IDS,-0.48115214,4.39250219166054e-07
TMBIM4,-0.612763035,4.39760728364661e-07
TOMM40P2,0.830266054,4.42223748039209e-07
CCL22,0.904261105,4.42445390950764e-07
CD4,0.626755728,4.4322674276198e-07
AP001830.1,0.60453696,4.44069371178024e-07
FAM149B1,-0.284307843,4.47299544047813e-07
DNHD1,-0.49433889,4.47329690767846e-07
BRF1,0.383645091,4.51534426905974e-07
RFX3-AS1,-0.62196502,4.52220801927866e-07
AAMDC,-0.546022637,4.55442138517186e-07
GCSH,0.509258554,4.55717437027967e-07
CLDN8,-1.341744408,4.56120917605515e-07
RAC1,0.302936266,4.5825886928991e-07
THBS2,0.834565051,4.6098947413461e-07
FAM20C,0.655162811,4.62754188752161e-07
SULT1C4,-0.880165353,4.63810446526653e-07
AL445222.1,0.66625685,4.68468785937286e-07
AC006449.5,0.699627113,4.6857265573346e-07
CD164,-0.404925635,4.69246349105922e-07
AC105749.1,-0.604717179,4.70875171709387e-07
GOLGA8A,-0.676161397,4.71864471643321e-07
HRAT92,-0.934300163,4.72110401570338e-07
CA11,-0.664440286,4.72506294918951e-07
AP000487.1,0.540344764,4.74608081663416e-07
RSKR,0.507973551,4.78305423009481e-07
ZFP28,-0.378687228,4.79355475402717e-07
AC080100.1,-0.988754742,4.79728052981926e-07
SNAPIN,0.335833285,4.81196209269414e-07
HTRA1,-0.711704927,4.83114883082538e-07
HIP1R,0.497625252,4.91769959297114e-07
B4GALNT2,1.637970413,4.94955712422118e-07
AC138150.2,-0.586864262,4.9565739417028e-07
CAMK2D,-0.410960497,4.99036661821676e-07
PLEKHB2,0.288864751,4.99249515096878e-07
NR1H3,-0.536381902,4.99971358846393e-07
ADAM17,0.3969638,5.01032200156924e-07
MTHFR,-0.372021504,5.0124903010843e-07
FBXO4,-0.308084251,5.01432770576601e-07
TAGAP,0.658392987,5.03047761741385e-07
RHPN2,0.813259698,5.12235133143637e-07
LRRFIP1P1,0.568864854,5.12602856756305e-07
ATXN3,-0.287243492,5.13047477603903e-07
POT1-AS1,0.676545633,5.13440834928064e-07
THAP9-AS1,0.40829253,5.13599201943487e-07
LINC02028,0.761573763,5.14190990032547e-07
MS4A4A,-0.81325475,5.16164653024808e-07
EEF1DP1,0.711132206,5.16946286352576e-07
RREB1,-0.310280482,5.23117983844931e-07
AL358472.2,0.417878915,5.23188044212775e-07
ALDH7A1,-0.359035678,5.26771505938299e-07
RNASEH2C,0.509366155,5.29358711253787e-07
CCDC88A,0.568088003,5.30383482651843e-07
TJP2,-0.559292543,5.325090164651e-07
RNF115,0.336144698,5.34074185330952e-07
DLK1,-2.099150935,5.35476549121834e-07
MALL,0.775163713,5.37210646791978e-07
PWP1,0.270132773,5.4109446969207e-07
IPCEF1,0.699309735,5.42018636730465e-07
TCAF1P1,-0.632349317,5.44352301182022e-07
FRG1DP,-0.797825532,5.45769680964224e-07
ZNF888,0.357516874,5.48291351759117e-07
MERTK,-0.507831566,5.4851596231891e-07
AC093849.2,-0.907451221,5.50323469619231e-07
AL355488.1,0.587219209,5.51107840356965e-07
MAP1LC3B,-0.350817456,5.52420604489685e-07
AAR2,0.230546568,5.5279006558821e-07
TMEM242,-0.298307618,5.5560183077615e-07
TXNL1,0.341075349,5.61932282846492e-07
IFIT1,0.827501666,5.67170927404064e-07
TRIB2,0.492264038,5.68841482363141e-07
NOMO2,0.563492354,5.70070122329908e-07
PHC3,-0.385462434,5.71091187711931e-07
ACAD9,0.351097051,5.71091187711931e-07
SELENOO,0.491345375,5.7112029160462e-07
AC000123.3,-0.4728496,5.7112029160462e-07
BIRC3,0.752202591,5.74250906990211e-07
HIP1,-0.396685887,5.78549887301243e-07
PLCXD1,0.560322873,5.83829179593905e-07
ULK2,-0.404834128,5.84500891588253e-07
HOXC-AS1,-0.748247045,5.90182781987506e-07
MRPL41,0.662222754,5.91876017943725e-07
PARP8,-0.534594379,5.92730925277861e-07
MYBPC1,-1.628364884,5.93571085780203e-07
ZNF710-AS1,-0.596967157,5.96948692455653e-07
HYDIN2,-0.86870637,5.98238432556426e-07
PDLIM4,-0.837151883,6.03590161919376e-07
AL355355.2,-0.681384047,6.08681993034983e-07
MRPS22,0.303829718,6.10374994193381e-07
TMEM25,-0.531994474,6.1309527795879e-07
SLC24A4,-0.765286773,6.24852632349657e-07
C12orf60,0.521046654,6.25183498785324e-07
GREB1L,-0.887335864,6.31225587046149e-07
MYO5B,0.779039721,6.31714226270318e-07
MYLK3,0.80676356,6.35810241396717e-07
FAM66C,-0.573705902,6.37591064614268e-07
BSPRY,0.903656767,6.41369967144354e-07
PIGR,-1.745938457,6.41369967144354e-07
RBMX,0.230494442,6.43076606370956e-07
BCAS1,-1.204598659,6.44728522384654e-07
AC006042.1,-0.614454428,6.49278926481268e-07
ITGA2,-0.787070885,6.49411496392324e-07
RHOC,0.483146318,6.50309058158155e-07
PM20D2,0.615827055,6.5287655831761e-07
VNN2,1.004992327,6.59121433877804e-07
TPTEP1,-0.911899602,6.59828317534001e-07
AC008556.1,0.848300985,6.59936578017033e-07
AC245297.3,-0.650600315,6.60062190626994e-07
FST,-0.763699482,6.61452821854733e-07
MEGF11,0.870016412,6.61799128346426e-07
AC010542.5,0.492048534,6.66705597891605e-07
USP3-AS1,-0.474563472,6.66952932533927e-07
RSPH3,-0.330828027,6.68472612392454e-07
MMP21,-0.584674841,6.71835388112174e-07
VPS16,0.32509901,6.73061282498611e-07
ZNF525,0.441386162,6.80420820398375e-07
RCHY1,-0.335677102,6.81629954824778e-07
LGALSL,0.45332316,6.94213119207673e-07
MANSC1,0.579435038,6.96231197016886e-07
ALDH3B1,0.56122687,6.9839897727593e-07
TOX4,-0.241672067,7.03471483335071e-07
MR1,-0.397670273,7.06328891721081e-07
SPON2,0.732544881,7.06869288053331e-07
SLC25A43,0.390856145,7.11453236865908e-07
MICOS13,0.523634846,7.11788119399548e-07
AC226118.1,-1.177270811,7.13215403323028e-07
IGKJ1,1.289342897,7.33908132473792e-07
HAUS4,-0.328887736,7.34926455274794e-07
VAT1,-0.417764933,7.436534504749e-07
ANKH,0.51847204,7.47157597951388e-07
CUEDC2,0.412723866,7.47238833987257e-07
ETV2,0.598441963,7.52610380251956e-07
CSNK1D,0.26945414,7.54084503464455e-07
PYHIN1,0.75942625,7.54324234394766e-07
EVA1C,-0.566654765,7.5436419322178e-07
NPEPPS,-0.283953921,7.55253936592419e-07
LINC01607,0.676463143,7.57166175591116e-07
CREM,0.341326785,7.58058592508965e-07
INVS,-0.350180297,7.60993835044252e-07
MUC3A,-0.850862965,7.63780500621156e-07
CLEC9A,-0.833552554,7.64905899712783e-07
RBM38-AS1,0.542856279,7.6751980475531e-07
RAB3GAP1,-0.240381603,7.70782328553786e-07
KIF5C,-0.912713156,7.7411161343567e-07
SURF4,0.320997076,7.77243420859597e-07
RASSF10-DT,-1.105833239,7.80561274360158e-07
XRCC4,0.26694354,7.90381174524264e-07
TENM1,-1.073471122,7.961866636146e-07
NAB2,0.436997668,7.98723093804292e-07
HTR7,-0.78424286,8.0380255802611e-07
EPPK1,0.958392661,8.03993039656677e-07
VPS35,0.321762253,8.0435261952341e-07
RPL10P9,1.303998471,8.10640984853567e-07
CLEC2B,-0.559479897,8.13529865443266e-07
METTL15P1,-0.500198424,8.17365513832976e-07
KIAA0513,0.55736813,8.26553198360088e-07
AC004967.2,0.573564216,8.30206984470834e-07
ZNF837,0.626897078,8.31751088780196e-07
AC002470.1,0.620107199,8.39944757792964e-07
CCDC22,0.322113027,8.40201442438212e-07
RPL36,0.565613521,8.488911285571e-07
PCDHB8,1.096074271,8.54568450412744e-07
MRPS6,0.383989148,8.56345918023738e-07
HMGCL,-0.376845635,8.57514382698135e-07
LINC01504,-0.707059791,8.57765194607848e-07
AC132008.2,0.40753005,8.58843267703534e-07
LUC7L2,0.25867695,8.62290376635027e-07
HEATR4,-0.491349744,8.64192326171002e-07
HOTAIRM1,-0.709511068,8.647592701801e-07
PTPRR,0.975394722,8.64781372530915e-07
RAPGEF1,-0.322555295,8.69301055162686e-07
AC090114.1,0.61244614,8.77027556666787e-07
DOC2GP,0.852934659,8.78716230254164e-07
CERS3-AS1,-1.110375651,8.80763751347376e-07
FNDC4,-0.673261515,8.83051413856229e-07
PODNL1,0.801772371,8.86153126710043e-07
