Gene,pval_adj_Single_cell,log2FoldChange,padj,Chromosome Position,Total_Mutations
PLAC8,9.735306289248642e-262,1.303726695,2.1727704096650502e-14,4q21.22,3
ZNF331,1.5258413374037771e-261,-0.683318394,5.64480406951571e-18,19q13.42,3
RNF8,1.9835598883451087e-261,1.060833143,2.94075533470517e-56,6p21.2,6
ARHGEF9,2.8154781483459194e-261,0.611351313,1.59648882501009e-09,Xq11.1,8
IK,7.2904651282288e-261,-0.116996463,0.030742496,5q31.3,3
ZCCHC7,1.109448823944566e-260,0.527708851,8.31370034731052e-16,9p13.2,3
SMC2,4.3317282708678845e-260,0.936537244,5.46275701808996e-29,9q31.1,8
STK17A,4.780577468347973e-260,0.190541182,0.023785699,7p13,3
DPCD,1.0549016824439717e-259,0.818216666,8.583481588644512e-19,10q24.32,1
NAA35,2.9912671781162493e-259,0.141394863,0.046698339,9q21.33,5
EIF3B,1.6111141707602026e-258,0.957556013,2.02555777734374e-41,7p22.3,4
IFIT3,2.0450597893053402e-258,0.957050694,2.8418690190200896e-11,10q23.31,3
ZFAND1,2.7486688215678895e-258,0.251658294,0.001734667,8q21.13,3
CCDC124,3.128614644009293e-258,1.177206621,2.05553060926692e-24,19p13.11,1
TFDP2,8.997135446191647e-258,-0.430629908,3.36244473908e-09,3q23,6
POLR1C,1.0688767406353864e-257,1.175088765,8.03487234908657e-59,6p21.1,3
CCNG2,1.4980808611113019e-257,-0.936179621,2.5723796947097002e-33,4q21.1,2
LSM12,1.608398696575068e-257,0.659511132,2.72387763701672e-25,17q21.31,1
GPX7,1.63130929232546e-257,1.426503839,1.45647424687957e-39,1p32.3,2
CLDN8,1.921225555067442e-257,-1.341744408,4.56120917605515e-07,21q22.11,4
PRNP,1.979424393532052e-257,-0.372367261,1.42139460087588e-05,20p13,1
LPP,2.1728128754742888e-257,-0.79422755,2.37055643404247e-20,3q27.3-q28,9
LTN1,2.2875581447489377e-257,-0.301971812,0.000360715,21q21.3,10
XPOT,2.5001187635128784e-257,0.949532442,5.81591920753026e-36,12q14.2,14
TOR3A,2.5374391950904124e-257,1.326737226,1.37550515799317e-91,1q25.2,2
HNRNPU,2.765791235760235e-257,0.670721047,5.91929692511127e-65,1q44,8
MVD,3.977071691533785e-257,1.202270679,1.6789258155081202e-20,16q24.2,1
MTURN,7.183155929708838e-257,-2.757988309,2.02667922427792e-84,7p14.3,1
SRSF7,8.30134149352989e-257,0.334475781,1.05507595611171e-13,2p22.1,1
RASEF,1.0930872843143418e-256,-0.654340825,0.000448062,9q21.32,6
PAIP1,5.367053864836889e-256,0.502061911,6.07316477958556e-15,5p12,1
DHX36,5.605056652745653e-256,0.283251656,2.82636278039645e-05,3q25.2,6
MTA3,7.648193332326281e-256,0.339617205,3.9914891242063e-08,2p21,6
DST,1.3706528029725052e-255,-2.479769929,2.88119034652621e-93,6p12.1,51
MLXIP,1.5400999780306366e-255,0.390132411,3.85290403008664e-07,12q24.31,1
ESD,1.6635337857549684e-255,-0.599243602,4.32436994992726e-19,13q14.2,1
AVPI1,4.670562925898301e-255,-0.930685162,4.97727108712994e-12,10q24.2,3
TNPO2,5.559889170498483e-255,0.430845689,1.44776323365764e-14,19p13.13,4
TBC1D7,7.343777584953478e-255,1.69540025,6.28815268640793e-106,6p24.1,2
CERS2,1.026091635904331e-254,0.658046635,1.38539943042452e-16,1q21.3,4
ARCN1,1.0937611942972802e-254,0.210732917,0.000374095,11q23.3,3
TMPRSS2,1.85485674004679e-254,-0.587665765,0.007789603,21q22.3,1
VANGL1,1.900423163690929e-254,1.094990201,4.10050874395321e-53,1p13.1,7
UNC93B1,2.8904230669922147e-254,1.161913022,5.858027144869589e-36,11q13.2,6
PPP2CB,3.336764129559307e-254,-0.504017226,1.0755864365979001e-15,8p12,4
ARF3,5.461116719502056e-254,0.246975171,7.31887122153769e-06,12q13.12,2
ACSL1,6.897883899550341e-254,-2.600082255,6.18443087919774e-49,4q35.1,4
NOL7,9.510769201242388e-254,0.745022956,2.33868587518333e-34,6p23,2
SCYL1,1.2935154403518335e-253,0.682684464,4.71990240875277e-27,11q13.1,7
MICU2,1.8662308045299982e-253,-0.217262332,0.000929411,13q12.11,2
CD2AP,4.662109793908959e-253,0.416050593,1.40129289794831e-06,6p12.3,4
COX20,6.033064974994052e-253,-0.258979278,0.017158247,1q44,3
SBDS,7.16590356334347e-253,-0.633400201,3.34709237326334e-16,7q11.21,2
NCAPD3,1.7863519469533194e-252,1.045750183,9.01375053169227e-41,11q25,10
CD58,1.9438078105030552e-252,0.372091885,2.99276139534725e-07,1p13.1,3
NFATC3,2.424795660536604e-252,-0.320910801,0.000125986,16q22.1,8
BPNT1,5.214029650071366e-252,1.045899701,1.29541547401549e-64,1q41,1
MTARC1,8.229836356243189e-252,-2.726335789,1.94913284134622e-52,1q41,4
DNAJC7,1.3051061433235664e-251,0.206938639,3.34326738750753e-05,17q21.2,5
RBMX2,1.3053684881158753e-251,0.560791143,6.76364733166335e-18,Xq26.1,1
SET,2.3888350940528266e-251,0.772735693,5.64312245146691e-41,9q34.11,3
SPATS2L,3.873955676260263e-251,0.56565543,1.03669692790569e-11,2q33.1,2
LIPA,7.508001906554351e-251,-0.661121203,1.34538266828232e-11,10q23.31,5
INTS11,8.701466535461425e-251,0.393687345,1.00071858151212e-08,1p36.33,4
SH2B3,9.01877105993095e-251,-0.367970193,2.91859361686494e-05,12q24.12,2
USE1,9.905346126548712e-251,0.3625848,0.000118202,19p13.11,4
PTPN22,1.4398318315369777e-250,1.092506822,8.880668640621042e-20,1p13.2,11
HDAC3,4.1929960143998516e-250,0.197160913,0.000368823,5q31.3,5
TREM1,1.0062746261014179e-249,1.790446268,1.02235885141811e-20,6p21.1,5
EGFR,1.1112993376947455e-249,-0.977663318,6.637451641769621e-15,7p11.2,15
SERPINB6,1.4613591553799044e-249,-0.57096765,8.52052886342587e-10,6p25.2,1
RBMX,1.4666425281763034e-249,0.230494442,6.43076606370956e-07,Xq26.3,6
SMOX,1.4910857186299768e-249,1.75208983,1.01200264535098e-54,20p13,2
LRRC1,1.5856827285651843e-249,0.728973573,4.24540715271757e-15,6p12.1,6
MAGED1,2.534375049601287e-249,1.400366995,4.502150912352e-67,Xp11.22,15
TAF7,4.702003725168637e-249,-0.410339848,7.75031990691991e-18,5q31.3,1
COQ9,6.612324128555823e-249,0.300673978,0.000227747,16q21,1
DDX24,8.523804095263357e-249,-0.295138633,5.85061004987899e-10,14q32.12,6
CREB3L2,1.173080848198537e-248,0.662524765,3.64323303615264e-12,7q33,1
UPF3B,1.6226574234102704e-248,1.066641162,1.54048400915647e-45,Xq24,11
PRAME,2.1446859092063808e-248,5.932791467,1.43068419670085e-86,22q11.22,5
BAZ2A,2.277055643863238e-248,-0.394731191,2.5853397574920903e-10,12q13.3,10
CARD16,3.150023645527833e-248,0.460535532,9.30553489908923e-05,11q22.3,1
SSNA1,5.194431633669181e-248,1.028745432,9.772035175648751e-25,9q34.3,1
ZNF683,5.667931872017265e-248,0.826449889,1.18433258607926e-05,1p36.11,2
NSMCE2,6.09743219396751e-248,0.88273726,9.58531812786682e-46,8q24.13,2
ATG3,6.703272503824477e-248,0.541173512,3.9194398665032998e-31,3q13.2,2
SDHAF2,7.854708701252763e-248,0.793999194,1.05172019495271e-24,11q12.2,2
TMEM69,2.109128290234482e-247,0.451308217,4.45250386577664e-13,1p34.1,1
PSMD11,2.8550635456198014e-247,0.940557864,3.77523890617648e-56,17q11.2,3
NAXE,3.136796620536795e-247,1.384063782,2.68140633831254e-77,1q22,2
ZNF397,3.218694119050404e-247,-0.287902508,2.84977741233555e-05,18q12.2,2
OSR2,5.720791373950082e-247,-0.678517181,0.000132876,8q22.2,2
KDELR3,7.576276090735351e-247,1.661457399,3.70601619502285e-42,22q13.1,2
CELF2,8.063601490275437e-247,-1.420581079,6.27408656046358e-23,10p14,6
ARPC4,9.054270873291287e-247,0.991130508,1.55994837122531e-39,3p25.3,1
IGHA1,1.6927623000943355e-246,-0.755352975,0.001681735,14q32.33,5
PLBD1,5.293839848729343e-246,0.230042779,0.013824052,12p13.1,3
IL18,7.401696368246208e-246,1.61097575,4.40352928739196e-43,11q23.1,2
OXLD1,2.005956448224255e-245,1.235524797,2.3850917143382895e-36,17q25.3,1
AHNAK2,2.4613738218080733e-245,0.727503339,7.35508078152832e-05,14q32.33,24
CCDC34,2.588364874292413e-245,0.777939713,6.68413291589323e-14,11p14.1,3
C1orf21,4.477538522740093e-245,-1.017478107,2.21283228741537e-19,1q25.3,1
DTYMK,6.034421015997245e-245,1.464214301,9.17479253436402e-82,2q37.3,2
EXPH5,7.2247572998103284e-245,0.309457717,0.010624164,11q22.3,12
TMEM70,1.8868959333819454e-244,0.756049426,1.49266027628085e-21,8q21.11,2
ACBD3,2.3225006163026416e-244,0.763989525,1.32298867965401e-30,1q42.12,5
DDX10,2.6547861512655734e-244,0.566420495,2.92901714828197e-18,11q22.3,6
SRSF10,3.120453318852724e-244,0.250281487,5.41031401517922e-08,1p36.11,1
ZBTB44,5.1549468604774555e-244,-0.577876244,2.4812608553438502e-14,11q24.3,3
COA6,7.893340437305258e-244,1.695739875,1.50694102255971e-87,1q42.2,4
SUGP2,7.986381068805509e-244,0.404446422,9.15631963205914e-10,19p13.11,7
GLUD1,1.1020921098851748e-243,-0.68778978,8.27424744671647e-33,10q23.2,2
SMIM12,3.586379519131364e-243,0.352872905,1.82465451271618e-08,1p34.3,1
NAT9,5.51293098531244e-243,1.08411667,1.0120456983252199e-41,17q25.1,4
USP14,6.615535006112451e-243,0.616395747,1.36054541722478e-15,18p11.32,2
PSMC2,8.208329473491976e-243,0.771027149,2.04180866161768e-42,7q22.1,2
PHF14,1.0812848608862566e-242,0.481175028,1.79676866579008e-16,7p21.3,6
TMBIM4,1.4200935010834926e-242,-0.612763035,4.39760728364661e-07,12q14.3,2
VEZF1,2.1474989382372643e-242,-0.521762396,3.939866287375969e-11,17q22,2
PSMB6,2.1553251806554904e-242,0.584770634,1.72946785514602e-14,17p13.2,3
RARS1,2.9315380370911496e-242,0.340286021,8.903403541399269e-11,5q34,5
NFKBIZ,3.201835949343809e-242,-1.213650497,4.9568143176341e-18,3q12.3,8
BAG2,3.8099068822011235e-242,1.19696273,3.07396903318513e-19,6p12.1,2
MED21,9.678243743677127e-242,0.352269188,3.11111556995537e-05,12p11.23,1
COPG1,1.0094273602018268e-241,1.054333835,8.2189880343421e-55,3q21.3,9
MXRA5,1.3678814958927979e-241,0.741699792,1.65985373150411e-09,Xp22.33,36
METRNL,2.315401508742611e-241,0.650060295,1.89723343026051e-06,17q25.3,4
KANSL1,3.112142967302462e-241,-0.415004336,1.59610446743851e-12,17q21.31,9
SRM,5.951640817071146e-241,1.176064159,1.29799830225398e-33,1p36.22,2
DPYSL2,1.2409145512015555e-240,-0.784082781,2.36767604902208e-17,8p21.2,4
CD96,1.3684746279011615e-240,0.86274223,9.94285234971167e-10,3q13.13-q13.2,6
PHF10,1.4270462812776885e-240,-0.401020919,7.79457433560088e-09,6q27,1
NCOA4,2.957875371836478e-240,-0.640761864,8.08343641717246e-21,10q11.22,2
CRELD2,3.0106233859799357e-240,1.437272622,2.7517480614377607e-52,22q13.33,2
PHPT1,3.900615758764364e-240,0.39686554,0.000175277,9q34.3,1
POGLUT3,8.913547812418128e-240,-0.349702207,0.00026908,11q22.3,4
ZNF766,2.2902061995634094e-239,0.129376366,0.017117309,19q13.41,2
DERA,2.757690046786927e-239,0.662022962,1.21784108656631e-16,12p12.3,2
SOAT1,4.217413806026704e-239,0.829190107,4.2775748182177e-26,1q25.2,6
RDH14,7.76266833187553e-239,0.436477393,3.33931310702947e-14,2p24.2,1
CPEB4,8.81531829683179e-239,-1.027142376,1.51614269012211e-29,5q35.2,3
ILF3,1.6887126880122933e-238,0.866982883,7.43697330288309e-59,19p13.2,9
SLC43A2,1.6960587772143292e-238,0.839490397,1.21725734420401e-19,17p13.3,5
GALNT1,2.1719872037161778e-238,0.433721326,4.30414043011533e-10,18q12.2,8
TTLL7,2.574734033672851e-238,-0.375338174,0.015852703,1p31.1,8
GGPS1,4.749018130932818e-238,0.742768279,1.041092230919e-23,1q42.3,4
VPS51,7.703255721621738e-238,-0.297934125,0.002521549,11q13.1,5
RUSC1,8.370660565791458e-238,1.52577775,4.5030524050325896e-102,1q22,5
CUL5,9.80435721760597e-238,-0.233724881,0.002521319,11q22.3,6
NDUFA7,1.1432606946575976e-237,0.412992115,0.000111375,,2
RAB3D,1.840276607930561e-237,0.503981076,1.12331924737034e-05,19p13.2,3
FAM98A,2.1561536665975785e-237,0.725209601,3.84952462823189e-27,2p22.3,7
VSIG4,3.59173451569965e-237,-0.712659681,0.00015086,Xq12,4
CAST,3.7572118782059553e-237,-0.736202325,2.98621472873334e-20,5q15,9
MAML2,3.90034351419989e-237,-0.69639192,1.69872596526666e-13,11q21,12
GLTP,5.060457417333297e-237,0.214079975,0.000526556,12q24.11,1
YRDC,1.3049185518467483e-236,0.971073304,5.883478639049261e-44,1p34.3,1
CHD7,1.864208932383671e-236,1.146627759,1.97318780034971e-37,8q12.2,26
CAVIN3,4.0214622058875215e-236,0.902147326,4.95270580969107e-08,11p15.4,1
MRPL27,4.773928007013904e-236,0.557247561,2.78764246188368e-10,17q21.33,1
IRF7,5.322778661787868e-236,1.793730581,9.44588735723288e-43,11p15.5,1
ATRX,5.695534301778397e-236,-0.539982992,1.31441418015387e-12,Xq21.1,26
PRPSAP1,2.3593117167938322e-235,0.509361266,4.61591910124269e-12,17q25.1,1
IL34,6.992212917665677e-235,0.612459559,0.000688487,16q22.1,3
PFDN6,7.114712292329906e-235,1.556579798,3.0796813888623296e-83,6p21.32,2
EMILIN2,7.410412221424227e-235,-0.753166007,6.0592708835731e-09,18p11.32-p11.31,6
STAMBP,1.0787793039763291e-234,0.349053611,1.17828398469351e-11,2p13.1,3
PRSS8,1.2371195891627592e-234,1.173608429,3.46185979232002e-10,16p11.2,4
FRMD4B,1.4424933679586601e-234,-0.655906283,1.94754352089068e-12,3p14.1,5
NR4A3,1.641462451002763e-234,-1.931596566,4.352454296397031e-21,9q31.1,8
GSDMC,3.9160394265240665e-234,3.203039482,1.38258581752995e-51,8q24.21,9
TTC14,6.170102028687934e-234,-0.600652339,1.63306676792197e-12,3q26.33,6
PALLD,1.1529121980770942e-233,-0.430561971,2.76033593320852e-06,4q32.3,10
PPP1R18,1.6935059416486066e-233,0.996712656,9.88719899207112e-32,6p21.33,1
CHML,1.9265862386657248e-233,1.666234136,2.53805907108796e-45,1q43,7
RAE1,4.825503514160779e-233,0.960403146,1.26056993851876e-65,20q13.31,5
NAA50,5.2772277211829255e-233,0.666675724,2.67666049757454e-23,3q13.31,1
CLTC,6.232844136397591e-233,0.386086492,9.4731637569988e-09,17q23.1,12
THOC3,6.315749187246188e-233,1.341584211,9.216493544923053e-51,5q35.2,1
AXL,6.725196709678514e-233,-0.83368805,9.23818066537896e-16,19q13.2,6
RDH11,9.494478457735652e-233,0.592666112,2.14284549624816e-14,14q24.1,5
RO60,1.6815321308919484e-232,0.269795139,0.000810342,1q31.2,9
UQCRC1,1.9497489750428636e-232,0.48349549,1.87224364132228e-07,3p21.31,3
CCL4L2,2.0459124753573164e-232,0.530061452,0.008224495,17q12,1
FLAD1,3.644240508135783e-232,1.777064754,3.82845869210156e-104,1q21.3,10
ECHDC2,4.4489728450994195e-232,-1.009812901,5.0199734274694886e-40,1p32.3,1
NDUFS3,5.891481699470455e-232,0.711485273,3.1044197834782297e-18,11p11.2,5
MRPL44,6.794877848166022e-232,0.290205312,9.17998342927004e-09,2q36.1,1
THBD,9.571537972822841e-232,-1.550609512,2.4577499955546095e-30,20p11.21,2
CACUL1,1.0600996791627432e-231,0.207657248,0.001393506,10q26.11,2
IRF8,1.482620273906381e-231,0.624998482,1.86657244375418e-05,16q24.1,5
FOSL2,1.969882170166784e-231,-0.202048586,0.022436096,2p23.2,3
EPHX2,3.238222417101434e-231,-1.12989896,1.64251532153463e-23,8p21.2-p21.1,5
NMRAL1,4.2401811936700265e-231,1.15438956,3.41224356584551e-34,16p13.3,2
FOXO3,4.7424208122233963e-231,-0.357002966,4.69383785789032e-05,6q21,4
INSR,5.025760668446208e-231,-0.281079794,0.000309476,19p13.2,12
VPS26C,5.0617228039512403e-231,0.134545872,0.011287965,21q22.13,4
SFT2D2,1.0054635924605374e-230,1.382590587,1.36641504130776e-59,1q24.2,1
PILRA,1.0302064579885095e-230,1.24422394,1.33969822721123e-26,7q22.1,1
EFEMP2,1.1151696682783827e-230,-0.757519886,7.13187996514567e-12,11q13.1,2
RESF1,1.2861773379734682e-230,-0.167162063,0.044206926,12p11.21,10
CRIP2,1.4489015042790759e-230,0.313280457,0.012298621,14q32.33,1
SEC61A1,1.8540825565619456e-230,1.059680774,5.484455838102541e-65,3q21.3,7
SMARCC1,2.183032531976433e-230,0.746663677,1.86649746243667e-21,3p21.31,14
ATM,2.940735098487421e-230,-0.459735089,5.77453585826245e-08,11q22.3,27
CHURC1,3.0594154493397077e-230,-1.011549208,2.66788290965319e-34,14q23.3,2
DYNC1I2,1.2259570009446747e-229,-0.180920466,0.000103553,2q31.1,2
HNRNPC,1.7888450694929188e-229,0.574204137,9.17658206293044e-43,14q11.2,2
SLC16A8,1.9079222162053376e-229,1.128466779,8.65375388717364e-12,22q13.1,1
ATG12,2.1687100192856925e-229,-0.351820502,6.58597214939557e-10,5q22.3,1
PPL,2.738488635507148e-229,-0.823040311,6.354479282268519e-11,16p13.3,13
HEXA,3.943422195674384e-229,0.245277115,0.001061543,15q23,3
CCDC47,4.3094984776506275e-229,0.242451888,0.000738193,17q23.3,3
DOCK2,6.4280693492521666e-229,0.598033947,3.91499324512513e-06,5q35.1,15
KPNA6,8.894764915456624e-229,0.126737881,0.03836389,1p35.2,3
ADAM8,1.1766352416678467e-228,2.54929627,1.17077412335657e-84,10q26.3,4
IARS2,1.179920957627849e-228,0.338337639,4.24025244925187e-06,1q41,10
LTBR,2.2784537243577734e-228,1.036466014,3.21904342844146e-37,12p13.31,1
LIMD2,2.5558996400958714e-228,2.544123138,2.9310117101028e-86,17q23.3,1
ADAM12,3.766685961242133e-228,0.814790415,2.71091093246689e-07,10q26.2,10
C2,4.015081799738068e-228,1.19895701,1.4535606238972e-13,6p21.33,2
IARS1,4.137215265748527e-228,0.808971125,6.34859126743798e-27,9q22.31,14
MRPL48,5.1218205843695647e-228,0.912745769,3.49806860615385e-49,11q13.4,3
CZIB,5.719801927343046e-228,-0.294885621,2.151699118058e-05,1p32.3,1
NUDT1,1.2704680886683287e-227,1.691895388,1.24829756031408e-62,7p22.3,3
MRPS22,3.6395025184715595e-227,0.303829718,6.10374994193381e-07,3q23,1
TNRC6B,7.673404861063951e-227,-0.251374664,0.000123335,22q13.1,17
SMC1A,8.532361164137047e-227,0.716475574,9.6035249179198e-22,Xp11.22,12
PCDH1,2.8009834894768428e-226,-0.266662857,0.002789591,5q31.3,7
NT5DC2,2.948755374240087e-226,1.713001164,2.7871923721184e-67,3p21.1,4
LIMK2,3.279647477812437e-226,0.478005215,2.8632010379188e-07,22q12.2,4
RAP1B,6.13163784821364e-226,-0.297628485,4.10062077048437e-05,12q15,2
SPAG16,6.5023181398833125e-226,-0.415089091,6.51771114231927e-06,2q34,3
CSE1L,1.3202427571857623e-225,1.150338799,8.49501687775947e-75,20q13.13,7
RRM1,1.5402251183124023e-225,0.804478536,2.44620884768833e-25,11p15.4,6
RB1,2.604185287344924e-225,-0.621598323,3.51924312374475e-10,13q14.2,26
RAB34,1.0264711926696752e-224,0.577519908,1.89178498892992e-08,17q11.2,1
SLAMF7,1.7201824304709854e-224,1.601358866,3.17296942508679e-19,1q23.3,5
ZFYVE21,1.837734119306633e-224,-0.584533322,4.87150012269981e-16,14q32.33,1
ROCK2,3.376825485822092e-224,-0.541563605,1.12815662866697e-12,2p25.1,12
XXYLT1,5.015263922939007e-224,1.106195673,4.60004358123201e-37,3q29,2
CIRBP,5.9708921091472395e-224,-1.114335742,4.6846525454819797e-48,19p13.3,4
MRPL15,8.8489181513286e-224,1.500920686,2.62822340873937e-71,8q11.23,4
SDF4,9.603166532285884e-224,0.538945268,1.9477000781077e-10,1p36.33,4
PRPF19,1.0006197216787697e-223,0.836558998,1.99749319011121e-47,11q12.2,6
STXBP2,1.4035520569504696e-223,1.135083799,1.0874654023883701e-21,19p13.2,7
RCCD1,1.7928001604388e-223,1.238609048,2.4722521913404502e-54,15q26.1,1
HP1BP3,2.0213363385740666e-223,-0.25704933,5.07919695927661e-08,1p36.12,6
TAF1B,1.2814635097775476e-222,0.276826993,3.98299080836949e-05,2p25.1,3
CHRM3,1.4025746219813713e-222,2.546674265,1.54548767775132e-34,1q43,7
LIMA1,3.1343463480837584e-222,-1.509241538,1.1444727352550798e-49,12q13.12,9
ARPC1B,3.264274949907393e-222,1.244468893,1.1909210128873596e-34,,2
KDM6B,4.5615662419571335e-222,-0.245621657,0.000173582,17p13.1,6
C1GALT1,7.598130919728951e-222,0.605483326,8.68623488421834e-10,7p22.1-p21.3,5
SPARCL1,8.578742933211539e-222,-2.343094419,1.84346402486104e-75,4q22.1,7
STRBP,9.249232733429922e-222,0.99681268,1.01385718046263e-37,9q33.3,6
TPX2,1.811209804349522e-221,4.606826424,4.7549879200069495e-307,20q11.21,2
ZFYVE16,1.9143722721909666e-221,-0.749593906,4.12408166535273e-18,5q14.1,8
SECISBP2,2.0135624921631137e-221,-0.165971368,0.010088683,9q22.2,4
NFYC,2.0160139910777085e-221,0.520491998,2.06896629540001e-23,1p34.2,5
AKAP8L,3.552953258459563e-221,0.386324547,7.96095983343151e-13,19p13.12,3
TMCO3,3.5915072302446384e-221,0.192216302,0.038342925,13q34,5
SOX8,5.28539573631678e-221,2.752267189,3.5801495911621693e-28,16p13.3,1
MITD1,5.510341189987491e-221,0.389555464,1.1245653109809198e-11,2q11.2,1
HDHD3,6.431482430138483e-221,0.255414699,0.001479422,9q32,1
PRDM1,7.438942442219252e-221,0.601172874,5.78796842579033e-08,6q21,9
ZMYM4,8.641501193850936e-221,0.201591169,0.000947194,1p34.3,14
VRK3,1.21162489393938e-220,0.168349994,0.000957634,19q13.33,6
UBE2J1,1.3638937687595975e-220,0.485538033,1.40450408384529e-20,6q15,4
RAP1A,2.230494736941987e-220,-0.141502113,0.0142393,1p13.2,3
ALKBH7,2.39582601480024e-220,0.386570745,0.000993035,19p13.3,2
RCL1,2.8919175248505187e-220,0.283567144,0.001204694,9p24.1,4
HLA-F,3.362350143839246e-220,1.616780022,1.8540972269172894e-36,6p22.1,4
PSMD6,1.910831580915161e-219,0.210362403,1.43546817960868e-05,3p14.1,4
NR2F6,3.1658760043202794e-219,1.264940996,2.70590862707035e-52,19p13.11,1
SLC16A1,3.309995735949395e-219,1.478984679,9.88756769618284e-30,1p13.2,7
MKI67,3.388412468718446e-219,4.046040969,1.7109706163851701e-149,10q26.2,21
ZNF462,4.836144195124184e-219,0.211137152,0.038178708,9q31.2,21
COMMD2,4.9940466443227607e-219,0.622373138,1.26702953228628e-20,3q25.1,3
LAMA4,1.0448534292603692e-218,-1.406404735,3.42895081505369e-21,6q21,16
H2BC8,1.520894695784961e-218,2.014774853,1.67951266719037e-20,6p22.2,5
METTL26,1.5763335907859418e-218,1.266410669,3.01800067139227e-32,16p13.3,2
KCNK1,4.072108141622864e-218,1.973999272,5.11221786656914e-48,1q42.2,2
CD320,6.65226765792159e-218,0.826005575,1.1238233497759398e-11,19p13.2,1
ADGRE5,1.1510105512538122e-217,0.409473334,0.000139032,19p13.12,8
CPSF6,2.3946765013024185e-217,0.483000307,1.50054348240659e-22,12q15,5
COL15A1,2.644917912337257e-217,-0.76035572,1.87909782580792e-10,9q22.33,7
TAP1,3.8519225303817554e-217,2.268157225,6.049101982156891e-67,6p21.32,5
ERCC1,4.1271207738667115e-217,0.297833926,1.11488788856809e-05,19q13.32,4
NDUFV2,5.0035141168554905e-217,-0.242389723,0.030253882,18p11.22,2
LMTK3,6.197142731883448e-217,0.632601972,0.001554701,19q13.33,10
EMC10,7.411417370446101e-217,0.910388761,7.683503855189929e-26,19q13.33,2
OSBPL8,1.0663022884021163e-216,-0.392329871,7.01552664069747e-06,12q21.2,9
PDGFRA,1.4356918993184945e-216,-1.222735868,2.51043814895518e-25,4q12,8
PYCR2,1.6162038302540442e-216,0.794727953,1.20812947388411e-26,1q42.12,2
MTRES1,1.7849497730483454e-216,0.555384266,7.97024738812547e-14,6q21,1
MARCHF7,2.1792644359109167e-216,-0.186284936,0.002177649,2q24.2,7
