Gene,Chromosome Position,log2FoldChange,padj,Total_Mutations
SOS2,14q21.3,-0.632157361,3.50767141642291e-18,7
MECP2,Xq28,-0.435222597,6.7746535394671e-18,7
PRMT9,4q31.23,-0.491749418,8.04042278411454e-18,7
MAN2C1,15q24.2,-0.681491878,1.14217250865114e-17,7
QSOX1,1q25.2,1.052867619,1.3267001147464901e-17,7
PLEKHA8,7p14.3,0.592084098,1.42865307941166e-17,7
CDH11,16q21,1.020507073,2.1326260241421702e-17,7
EXOSC9,4q27,0.506146713,3.3588910885410904e-17,7
TBC1D2B,15q24.3-q25.1,-0.80501565,4.1441579745513405e-17,7
TARBP2,12q13.13,0.640640376,4.5624488104401703e-17,7
BTBD3,20p12.2,0.690529086,5.16429439989755e-17,7
ZNF595,4p16.3,-0.688876852,7.141594522481391e-17,7
PTPRE,10q26.2,-0.661014403,7.78707085596638e-17,7
EMC1,1p36.13,0.495633491,8.415424967748181e-17,7
MPP7,10p12.1,-1.226983147,9.14123814852124e-17,7
IL27RA,19p13.12,1.103184589,1.30141991561955e-16,7
SLC4A7,3p24.1,-1.024398783,1.3443191275804799e-16,7
CARD9,9q34.3,1.151183341,1.36513305402711e-16,7
FBXL13,7q22.1,1.623768219,1.9554612837159e-16,7
GOLGA1,9q33.3,-0.421711102,2.2149559852686098e-16,7
SPOP,17q21.33,-0.369870945,2.38031419132782e-16,7
BRPF1,3p25.3,0.44340819,3.01052014387298e-16,7
H2BC21,1q21.2,1.10729222,5.75990263296301e-16,7
FBXL7,5p15.1,-1.083183503,5.95675101760248e-16,7
FARP1,13q32.2,0.887332474,7.97277222655253e-16,7
LONRF3,Xq24,-1.173882929,8.15148949107057e-16,7
UBASH3A,21q22.3,1.238344217,8.43479278365709e-16,7
ZNF786,7q36.1,0.575627802,8.92836104007092e-16,7
ZNF267,16p11.2,0.531370793,1.3061300951394301e-15,7
ZNF224,19q13.31,-0.566485839,1.5318380560743e-15,7
GPATCH2,1q41,0.570138682,3.0667716211567304e-15,7
ZBTB49,4p16.3,-0.480603039,3.1456908235498105e-15,7
PITRM1,10p15.2,0.633240441,3.26903366332911e-15,7
ZNF669,1q44,0.636329584,5.5461187144469995e-15,7
PCDHB4,5q31.3,-1.201145654,5.754432696132351e-15,7
GUCY1A2,11q22.3,-1.22585606,7.294177751056681e-15,7
ARHGAP30,1q23.3,0.869569906,8.37999148123616e-15,7
TTC23L,5p13.2,-1.070725204,1.32345088721161e-14,7
CFAP91,3q13.33,-1.478040649,1.32940166029822e-14,7
LRCH2,Xq23,-1.084547228,1.3998368521430401e-14,7
CYP4X1,1p33|1,-1.831325566,1.4914228530360302e-14,7
CABYR,18q11.2,0.999891435,1.8995745657954998e-14,7
CRTAM,11q24.1,1.221437068,2.2637697160323102e-14,7
ETS2,21q22.2,-0.716728737,2.99859237780771e-14,7
CLIP2,7q11.23,0.694025712,3.53369300346191e-14,7
ABCB10,1q42.13,0.550988931,3.96094400329002e-14,7
SLC36A1,5q33.1,0.61626078,6.5392824848508e-14,7
KERA,12q21.33,-1.69042369,7.02309682462907e-14,7
TAF4B,18q11.2,0.803521834,8.64784377746285e-14,7
ZFAT,8q24.22,0.463384335,9.07112669296154e-14,7
USP6,17p13.2,-1.262076628,9.644761604032461e-14,7
LGR4,11p14.1,-0.874749341,1.37157868697771e-13,7
TM7SF3,12p11.23,0.72422767,1.41685897904972e-13,7
EVI5,1p22.1,-0.498747841,1.75257354031184e-13,7
SLC39A6,18q12.2,-1.021359645,1.79263169529004e-13,7
DDX18,2q14.1,0.444705222,1.90130752403806e-13,7
FAM83B,6p12.1,1.402454327,2.20365611543937e-13,7
AGGF1,5q13.3,-0.346638603,4.29033606344033e-13,7
L3MBTL1,20q13.12,-0.861862626,5.69303027977819e-13,7
ZFP82,19q13.12,0.649180731,7.05997665341861e-13,7
ICA1L,2q33.2,-0.827130159,7.16358246407735e-13,7
ELP2,18q12.2,-0.495352602,7.66895924131972e-13,7
BCL11B,14q32.2,1.097064066,9.77530458898425e-13,7
FCRL2,1q23.1,1.814429461,1.1999232213126999e-12,7
HERC5,4q22.1,0.840243642,1.3511505508502898e-12,7
SCUBE1,22q13.2,-1.53618809,1.43353831020637e-12,7
SRPRA,11q24.2,0.419501937,2.09614250044617e-12,7
PIK3R3,1p34.1,0.714837696,2.13615696248017e-12,7
ZBTB5,9p13.2,0.486719796,2.15019460604174e-12,7
VPS33B,15q26.1,0.506314507,2.35415267881204e-12,7
STOX1,10q22.1,-1.076800378,2.65286191722053e-12,7
PUS10,2p16.1-p15,0.5577123,3.9163188739155595e-12,7
IRAK3,12q14.3,-1.094374903,5.2761734437176195e-12,7
TCF7L2,10q25.2-q25.3,-0.506294977,5.55356665419228e-12,7
NLRX1,11q23.3,-0.522089281,6.33401525711348e-12,7
STRN3,14q12,-0.521864458,6.73561573549438e-12,7
TRPM7,15q21.2,-0.50451462,7.2049887280921e-12,7
LONRF2,2q11.2,-1.389843539,8.49615053353504e-12,7
ARHGAP45,19p13.3,0.855698408,8.733454416018699e-12,7
CPEB1,15q25.2,-1.131175497,1.18853785435403e-11,7
GAS6,13q34,-0.823511012,1.2113437564706499e-11,7
SEC23B,20p11.23,0.512371591,1.6545558559703698e-11,7
MFSD8,4q28.2,-0.387127572,1.8567823016266898e-11,7
PTCD1,7q22.1,0.465097028,2.45803391156542e-11,7
FAM117B,2q33.2,0.574999337,2.73311832520532e-11,7
SLC13A2,17q11.2,-2.239761137,3.2268147647358596e-11,7
UVSSA,4p16.3,-0.569021408,3.37644395133644e-11,7
ITGA3,17q21.33,-0.946423054,4.0305587374592294e-11,7
FBXO33,14q21.1,-0.388798794,4.2421439971463495e-11,7
GIGYF2,2q37.1,-0.358034288,5.4561383127194594e-11,7
ANAPC4,4p15.2,-0.311228951,5.4996416776092196e-11,7
RPL22,1p36.31,-0.509645425,6.26068913538503e-11,7
BICD1,12p11.21,0.589454483,6.75649974018234e-11,7
ABCA2,9q34.3,-0.591062664,7.4275879570773e-11,7
CPXM2,10q26.13,-0.987322598,7.914923747659929e-11,7
CAPN12,19q13.2,0.951658849,9.32930666274738e-11,7
ETV6,12p13.2,0.670862399,9.623129043100989e-11,7
CDHR1,10q23.1,1.212131774,1.34155172095608e-10,7
IQCH,15q23,-0.682376717,1.35939589631871e-10,7
ZNF35,3p21.31,0.363157598,1.37445172454378e-10,7
MYO1F,19p13.2,0.783785628,1.38834701773414e-10,7
ZNF791,19p13.13,-0.325547873,1.40286252160745e-10,7
PHKA1,Xq13.1,0.558346819,1.46898913202466e-10,7
EXT2,11p11.2,0.387821967,1.49042804856736e-10,7
PTPN12,7q11.23,0.427551136,1.54132398618851e-10,7
COL15A1,9q22.33,-0.76035572,1.87909782580792e-10,7
SARM1,17q11.2,-0.752919984,1.90771925678631e-10,7
IL17RD,3p14.3,-0.857726453,2.75668778012014e-10,7
ZNF675,19p12,0.512442069,2.8777797104578803e-10,7
GANC,15q15.1,-0.42282814,3.08585148041362e-10,7
POLR2B,4q12,0.52747179,3.53945426798325e-10,7
ENPP4,6p21.1,-0.66524774,3.62647163516846e-10,7
NUP133,1q42.13,0.363852936,3.76605062779114e-10,7
UBE3B,12q24.11,-0.33292664,3.87296333952849e-10,7
MAP4,3p21.31,-0.551123875,4.13451698658247e-10,7
PTPRK,6q22.33,0.582811153,4.851271785282771e-10,7
PDZD7,10q24.31,0.902569874,5.90251135333141e-10,7
VLDLR,9p24.2,-0.958645465,6.08808642042714e-10,7
HOOK2,19p13.13,-0.573977964,6.48250224002095e-10,7
CACNA1I,22q13.1,1.193421146,6.86643675069107e-10,7
KIRREL3,11q24.2,1.15447285,6.95468453017919e-10,7
SUSD5,3p22.3,1.318735004,7.45092131266539e-10,7
RASA3,13q34,-0.807727059,7.51948935127799e-10,7
RIC8A,11p15.5,0.374268179,7.68497106718625e-10,7
ZNF808,19q13.41,-0.442827277,7.75615846240704e-10,7
DDX31,9q34.13,0.385209826,8.508826579706851e-10,7
DDX20,1p13.2,0.328602941,8.75392801369319e-10,7
TBX5,12q24.21,-0.932272253,9.05399586220174e-10,7
SUGP2,19p13.11,0.404446422,9.15631963205914e-10,7
MEIS2,15q14,-0.87334995,9.57639434334336e-10,7
SUZ12,17q11.2,0.425310696,9.73721714296873e-10,7
UBA6,4q13.2,0.4189543,1.08168227704679e-09,7
EPC2,2q23.1,-0.380871761,4.146150082727241e-09,7
CIITA,16p13.13,0.841821357,4.42700005906454e-09,7
SCML1,Xp22.13,-0.735462375,4.953713448529621e-09,7
MS4A14,11q12.2,-0.78160505,5.2140964719149705e-09,7
MAP6,11q13.5,-0.826743654,6.0456670293157406e-09,7
RPAP2,1p22.1,0.365849371,6.210421992647121e-09,7
BCKDK,16p11.2,0.379623019,6.386565969613681e-09,7
RASSF5,1q32.1,0.655223596,6.6826518852932706e-09,7
HK1,10q22.1,0.37896378,8.21695206897303e-09,7
CYP26B1,2p13.2,-1.102567314,8.91812812102124e-09,7
XPNPEP3,22q13.2,0.379016785,1.14852289950912e-08,7
FBLN2,3p25.1,-1.010633267,1.15384672772345e-08,7
ENPEP,4q25,-0.73610053,1.43971183656551e-08,7
MNDA,1q23.1,0.758091034,1.89381351599678e-08,7
CDK14,7q21.13,-0.481257499,2.47894563610325e-08,7
PLCB2,15q15.1,0.616270235,2.64962266390345e-08,7
HIPK1,1p13.2,-0.415528323,2.6571901151369e-08,7
JAKMIP3,10q26.3,-0.928922344,2.6594399330777e-08,7
TRAFD1,12q24.13,0.324035616,2.9686848841378e-08,7
CYSLTR1,Xq21.1,-0.770531071,3.16068689135028e-08,7
KCNA6,12p13.32,-1.312469205,3.40503991446439e-08,7
SRPK2,7q22.3,0.339520203,4.3253666126066e-08,7
TTC23,15q26.3,-0.45715624,4.35699183203968e-08,7
SPECC1,17p11.2,0.618525151,5.35993385069629e-08,7
OLFML3,1p13.2,-0.743987079,1.17813680498333e-07,7
LAMC3,9q34.12,-1.018094853,1.31370572576205e-07,7
TCTN2,12q24.31,-0.447425715,1.36307860909172e-07,7
CAP2,6p22.3,-0.660301528,1.45228407956953e-07,7
AQR,15q14,-0.303497468,1.4826586651793e-07,7
SOX9,17q24.3,0.735767628,1.48714107857425e-07,7
EGF,4q25,-1.360501699,2.21436611422823e-07,7
PPFIBP1,12p11.23-p11.22,-0.48844321,2.23879906258614e-07,7
EXOC7,17q25.1,-0.317069506,2.77295414457155e-07,7
PHACTR4,1p35.3,0.325739126,3.18029653703953e-07,7
CAPN6,Xq23,1.451881419,3.44424409579945e-07,7
NELL2,12q12,0.860906147,3.89024671899107e-07,7
ASMTL,X;Y,-0.427603749,4.04136662073837e-07,7
CD4,12p13.31,0.626755728,4.4322674276198e-07,7
ULK2,17p11.2,-0.404834128,5.84500891588253e-07,7
PIGR,1q32.1,-1.745938457,6.41369967144354e-07,7
TOX4,14q11.2,-0.241672067,7.03471483335071e-07,7
MR1,1q25.3,-0.397670273,7.06328891721081e-07,7
XRCC4,5q14.2,0.26694354,7.90381174524264e-07,7
LUC7L2,7q34,0.25867695,8.62290376635027e-07,7
HEATR4,14q24.3,-0.491349744,8.64192326171002e-07,7
ALG10B,12q12,-0.472984224,9.00470095625486e-07,7
LILRB3,19q13.42,0.725562273,9.97983178279641e-07,7
USP7,16p13.2,0.240620459,1.07629327646548e-06,7
EVC2,4p16.2,-0.607117032,1.18555941414073e-06,7
RGS12,4p16.3,-0.32762557,1.29824103992108e-06,7
PIGG,4p16.3,-0.276116549,1.52639706755426e-06,7
GSPT1,16p13.13,0.308847913,1.58570260896247e-06,7
SMC3,10q25.2,0.338327662,1.70149523972132e-06,7
FGFR4,5q35.2,0.97462492,1.77400317380651e-06,7
DSG3,18q12.1,1.519650418,2.01757235105979e-06,7
CDKL1,14q21.3,-0.386293738,2.01834328769925e-06,7
FAM124A,13q14.3,-0.486240325,2.1175886152424e-06,7
CCDC173,,-0.771102157,2.12615463165009e-06,7
RNF40,16p11.2,0.378777244,2.62276866949826e-06,7
ECEL1,2q37.1,1.014937478,3.99017111675786e-06,7
ZSWIM3,20q13.12,0.290991934,4.65541674546292e-06,7
PRMT2,21q22.3,0.281404104,5.05830271624781e-06,7
EXOC1,4q12,-0.285627028,5.14021116911695e-06,7
PRPF6,20q13.33,0.332200417,5.24937087998945e-06,7
RHOBTB2,8p21.3,-0.420271043,5.57411128799532e-06,7
AASDH,4q12,-0.343975193,7.95902246576199e-06,7
LRIG2,1p13.2,-0.252887254,8.27223066415571e-06,7
KCNF1,2p25.1,0.894676141,8.40562410967175e-06,7
BICRAL,6p21.1,-0.415815473,8.58036021485032e-06,7
TNKS,8p23.1,-0.32996792,8.58083201847793e-06,7
NOL12,22q13.1,0.430867086,9.17204833042568e-06,7
IFT80,3q25.33,0.270708584,1.06309534266751e-05,7
HELB,12q14.3|12q,0.492760088,1.10530823794705e-05,7
ADPRH,3q13.33,-0.28177289,1.16923389564604e-05,7
SLC12A2,5q23.3,-0.716531377,1.22750484715141e-05,7
HNRNPH2,Xq22.1,-0.223093273,1.32825603295456e-05,7
CCIN,9p13.3,0.559943079,1.32840790823209e-05,7
MFSD11,17q25.1-q25.2,0.25940898,1.49366204720207e-05,7
PHRF1,11p15.5,0.329313595,1.70053287386757e-05,7
ZNF281,1q32.1,0.342730542,1.73376064003326e-05,7
ARMC5,16p11.2,0.400679665,1.8694577319134e-05,7
TJP3,19p13.3,0.805713675,1.97912426870131e-05,7
GRIK3,1p34.3,-1.252669548,2.06748637755037e-05,7
AACS,12q24.31,-0.530860978,2.10401051466383e-05,7
ZNF646,16p11.2,0.256132678,2.22245600136154e-05,7
SLC38A2,12q13.11,-0.326758988,2.23034652838227e-05,7
GFOD1,6p24.1-p23,-0.499173371,4.01455645586804e-05,7
UBE4A,11q23.3,-0.459651903,4.10183353773786e-05,7
GRK4,4p16.3,-0.244739291,4.24656876799626e-05,7
ZNF142,2q35,0.223189472,4.25214782855262e-05,7
ELMO2,20q13.12,0.225197058,5.00250002813532e-05,7
HLTF,3q24,0.470237816,6.26501790913188e-05,7
G3BP1,5q33.1,0.214897793,6.69087514369833e-05,7
RIPK1,6p25.2,-0.209194393,7.7161757818355e-05,7
CARD14,17q25.3,0.590769672,8.1648440192287e-05,7
DNAJC16,1p36.21,-0.234721628,8.40882568708789e-05,7
XKR6,8p23.1,-0.594270146,0.00012113,7
ELOA,1p36.11,0.220237756,0.000143147,7
SARS1,1p13.3,0.250769398,0.000151942,7
BTN3A2,6p22.2,0.362705779,0.000167483,7
FANCM,14q21.2,-0.285300658,0.000202233,7
SBF1,22q13.33,0.314315447,0.00022193,7
SFSWAP,12q24.33,0.182713325,0.000230857,7
ST8SIA2,15q26.1,-0.954427066,0.000236815,7
PKP1,1q32.1,0.693896988,0.000259702,7
FARP2,2q37.3,0.224663803,0.000342526,7
RBM19,12q24.13-q24.21,0.206362497,0.000345332,7
CYP2D6,22q13.2,0.529168546,0.000365146,7
TYW1,7q11.21,0.169504854,0.00042975,7
GALNT11,7q36.1|7q36.1,-0.211306699,0.000448157,7
APLP2,11q24.3,-0.263415614,0.000449385,7
HDAC5,17q21.31,-0.261465737,0.000467553,7
HEATR6,17q23.1,0.230192181,0.000590657,7
LRRFIP1,2q37.3,-0.231457486,0.000602436,7
SOS1,2p22.1,-0.277658798,0.000628312,7
SEZ6L,22q12.1,-0.861281697,0.000640145,7
CTNNA1,5q31.2,-0.194456798,0.000683162,7
PANK4,1p36.32,0.284022308,0.000706637,7
ZNF12,7p22.1,-0.203781699,0.000711494,7
GFM1,3q25.32,0.224441648,0.000726616,7
MAPKAP1,9q33.3,0.205349523,0.001104271,7
GABRB2,5q34,-0.682650881,0.001123162,7
ARAP2,4p14,0.344248378,0.001154034,7
POF1B,Xq21.1,-0.732717454,0.001503485,7
ATRNL1,10q25.3,-0.733525179,0.001510715,7
FLRT3,20p12.1,-0.775944117,0.001601377,7
NTNG1,1p13.3,0.716179272,0.001655578,7
RRN3,16p13.11,0.186735823,0.001819212,7
IL18R1,2q12.1,0.357432407,0.00182662,7
SATB2,2q33.1,-0.424844618,0.001946556,7
RPS6KB1,17q23.1,-0.186164212,0.001950412,7
ELAC2,17p12,0.172320961,0.001978505,7
KIF19,17q25.1,0.663808501,0.001997155,7
ERC2,3p14.3,0.471995816,0.002055307,7
MARCHF7,2q24.2,-0.186284936,0.002177649,7
ASL,7q11.21,0.268976325,0.002401861,7
TOPORS,9p21.1,-0.205921243,0.002503889,7
CCDC40,17q25.3,-0.348424185,0.002584594,7
BABAM2,2p23.2,0.198977135,0.002611612,7
GRAMD1B,11q24.1,0.357317026,0.002716504,7
PCDH1,5q31.3,-0.266662857,0.002789591,7
ZNF215,11p15.4,0.457419417,0.003520098,7
TXNDC5,6p24.3,0.36495995,0.003607708,7
PTPN3,9q31.3,-0.244744302,0.003986437,7
ATF2,2q31.1,-0.175982456,0.00402377,7
HS3ST4,16p12.1,-0.94844731,0.004925645,7
ZNF451,6p12.1,0.1601743,0.00517208,7
ST6GAL2,2q12.3,0.512959491,0.00538912,7
PCED1B,12q13.11,0.309605301,0.005416518,7
ZNF34,8q24.3,-0.201861866,0.005463398,7
ZNF394,7q22.1,0.130782997,0.006013475,7
TMF1,3p14.1,-0.189274284,0.006300302,7
WDR35,2p24.1,-0.25702302,0.006475764,7
SCFD2,4q12,0.175279996,0.006651877,7
ZBED1,X;Y,0.185657397,0.006740149,7
IDE,10q23.33,0.186071178,0.007208543,7
CEP164,11q23.3,0.180963997,0.008091634,7
RBAK,7p22.1,0.173934107,0.008147757,7
ZMYND8,20q13.12,0.191332483,0.008471512,7
ADGRL1,19p13.12,0.300229573,0.009379732,7
GALNTL6,4q34.1,-0.606597392,0.009791621,7
MYNN,3q26.2,0.156728661,0.010002985,7
ZNF800,7q31.33,-0.167616617,0.010388607,7
ZNF827,4q31.21-q31.22,-0.219942418,0.01097715,7
USP45,6q16.2,0.162684005,0.010979048,7
FXR2,17p13.1,0.177204946,0.012237162,7
FAM120A,9q22.31,0.135267691,0.012420253,7
ZNF527,19q13.12,-0.17359971,0.01296836,7
TBC1D23,3q12.1-q12.2,0.154149806,0.013420771,7
ARHGAP32,11q24.3,-0.230552776,0.014137459,7
AFTPH,2p14,0.149277107,0.014296791,7
DHX32,10q26.2,0.177077215,0.016075487,7
IL16,15q25.1,-0.321256102,0.017867717,7
PLEKHH1,14q24.1,-0.318004603,0.019800982,7
SYNGAP1,6p21.32,-0.176425777,0.021725723,7
WDR47,1p13.3,-0.173092313,0.022814915,7
ZNF300,5q33.1,0.328648761,0.023183467,7
RBBP8,18q11.2,-0.256373447,0.023316678,7
PLXND1,3q22.1,-0.245889753,0.023694183,7
SF1,11q13.1,0.080716152,0.025915504,7
SPG7,16q24.3,0.131299182,0.026028476,7
RACK1,5q35.3,-0.19592531,0.02671928,7
SIN3B,19p13.11,0.117930172,0.026802593,7
LNPK,2q31.1,-0.161020389,0.028223834,7
CBL,11q23.3,-0.160550717,0.028232809,7
DHX38,16q22.2,0.135608426,0.02846836,7
TOX2,20q13.12,0.335579756,0.028678143,7
HDAC9,7p21.1,0.364768087,0.036103445,7
CLTCL1,22q11.21,-0.252300538,0.042314997,7
KIF5A,12q13.3,-0.445302123,0.043852288,7
ARAP1,11q13.4,-0.152261456,0.044318877,7
EPHA2,1p36.13,-0.235933738,0.045598624,7
ADGRB2,1p35.2,0.344274474,0.045797529,7
PLK1,16p12.2,4.480432277,9.669030979687581e-305,6
TTK,6q14.1,4.178843834,2.47127422919587e-231,6
KPNA2,17q24.2,2.83416214,1.05929919213336e-225,6
TROAP,12q13.12,4.3609754,5.154640808906611e-223,6
KIF23,15q23,3.545262008,1.6624167624938898e-213,6
CKAP2L,2q14.1,4.245757078,5.5189850515615795e-204,6
E2F1,20q11.22,3.376115508,1.3749210853050802e-196,6
STIL,1p33,3.087882386,1.96238576443534e-183,6
RECQL4,8q24.3,3.33470181,1.1739497751014699e-175,6
CIP2A,3q13.13,2.66268951,1.5089099403041001e-170,6
RRM2,2p25.1,4.1834629,1.2397230094395298e-168,6
CDC25C,5q31.2,3.920540468,9.93061952317251e-165,6
HMMR,5q34,3.643620502,2.4648831197861e-160,6
E2F8,11p15.1,4.104182056,1.38137592110153e-159,6
GPAM,10q25.2,-4.792761572,9.553043894929621e-154,6
RFC4,3q27.3,2.163596004,1.5356042423182299e-147,6
EME1,17q21.33,2.764942987,3.03779745945136e-144,6
SLC35A2,Xp11.23,1.511453881,1.74933317781576e-131,6
LIPE,19q13.2,-5.186509388,6.748912490510481e-111,6
UBAP2L,1q21.3,1.10863188,4.27029700272456e-109,6
INCENP,11q12.3,1.722234755,5.6393637965827996e-108,6
HSPA14,10p13,1.671732544,5.3810976751975804e-104,6
FOXP3,Xp11.23,2.798110346,4.42013951184336e-103,6
RIPK2,8q21.3,1.776506303,1.49775370971563e-98,6
CDC25B,20p13,2.177072465,5.35970223209199e-98,6
FBXO43,8q22.2,2.925414938,3.17254949097287e-97,6
EBF1,5q33.3,-3.327372216,3.86120261364196e-97,6
TXNIP,1q21.1,-2.384590752,1.4817793275772501e-95,6
ANGPTL1,1q25.2,-3.77380041,1.4744845369021701e-93,6
SPINDOC,11q13.1,1.663137833,2.31539363444627e-93,6
UBE2Q1,1q21.3,1.041456181,1.27869619292209e-92,6
LIN9,1q42.12,1.709838767,5.01054517321749e-91,6
CAV1,7q31.2,-3.250729277,1.24131789103143e-90,6
STX6,1q25.3,1.190295198,2.67032498420649e-90,6
MME,3q25.2,-3.293507768,3.91939814906582e-90,6
PPARG,3p25.2,-3.572841035,6.1222019465237e-90,6
KCNG1,20q13.13,4.414410056,6.13739472788451e-90,6
GYG2,Xp22.33,-3.991582886,4.60207238823665e-88,6
PKD2,4q22.1,-1.531870335,7.554177992504819e-86,6
TGFBR3,1p22.1,-2.864471932,2.85197336928372e-83,6
MASTL,10p12.1,1.407148265,6.74233915444167e-82,6
MYBL1,8q13.1,3.205222663,1.6313649206394e-81,6
FBXL5,4p15.32,-1.342868306,9.79083647867525e-81,6
DNAJC9,10q22.2,1.448359575,3.5495168119592096e-80,6
DAXX,6p21.32,0.938487269,4.0297131073828594e-77,6
USHBP1,19p13.11,-2.253973385,1.48782690705446e-74,6
BORA,13q21.33,1.462592403,3.89118459053093e-74,6
EGR1,5q31.2,-2.950414315,9.78206992234867e-74,6
PGBD5,1q42.13,3.339620764,2.61517982200343e-73,6
NR5A2,1q32.1,-2.032531368,1.28137031747018e-69,6
CASQ2,1p13.1,-3.657498418,1.50045055265654e-69,6
EIF4A3,17q25.3,1.081951701,3.06158872736555e-68,6
PSMC4,19q13.2,1.347227036,4.62334050995416e-68,6
DVL3,3q27.1,0.904772705,6.33592052444379e-68,6
GART,21q22.11,1.012705185,1.1907415320629e-67,6
ZNF124,1q44,1.493009252,2.1759174756923902e-67,6
CFAP20DC,3p14.2,2.05237161,4.62158201463695e-67,6
RRP1,21q22.3,1.700013069,4.7273285605602e-67,6
NASP,1p34.1,1.287111023,5.37204575675035e-65,6
PALMD,1p21.2,-2.556414967,1.12231565098399e-64,6
PUS7,7q22.3,1.369413098,2.34299676963725e-64,6
MGAT4B,5q35.3,1.21566845,2.58236059177445e-64,6
TSEN54,17q25.1,1.334859875,5.78587113633388e-64,6
SSBP2,5q14.1,-1.398008283,5.39955425647334e-63,6
SLC39A7,6p21.32,1.32003562,7.68716045849126e-63,6
SELENOP,5p12,-2.317950641,7.81036250942383e-63,6
MSH2,2p21-p16.3,1.27379538,1.89385084070082e-62,6
IGHG1,14q32.33,4.553751095,2.73391236838454e-62,6
SAE1,19q13.32,1.049559754,1.2870798826320401e-60,6
ADH1C,4q23,-4.072172491,5.85425960214968e-60,6
PRKX,Xp22.33,1.447491267,6.62975611844061e-59,6
NIPAL4,5q33.3,3.770656606,7.10307163535693e-59,6
CARMIL2,16q22.1,2.758576873,9.40169245853612e-59,6
SLC17A7,19q13.33,-2.819588444,1.1240438441837201e-58,6
EIPR1,2p25.3,1.126084232,1.7135984188409703e-58,6
TACC1,8p11.22,-2.047041301,1.77539685244147e-58,6
NVL,1q42.11,1.059718586,1.8277252355591902e-58,6
APEX2,Xp11.21,1.11610209,2.6234747830687998e-58,6
EIF2AK1,7p22.1,0.886880849,3.96688851563724e-58,6
TCP11L2,12q23.3,-1.631053459,3.8671268353526896e-57,6
RNF8,6p21.2,1.060833143,2.94075533470517e-56,6
DDX49,19p13.11,1.273211849,3.1158400264432197e-55,6
NMI,2q23.3,1.090120108,9.08786654519082e-55,6
BMPER,7p14.3,-2.975286594,9.8814987357037e-55,6
NSUN5,7q11.23,1.178136942,1.55465572128516e-54,6
HCAR2,12q24.31,-3.086011789,2.1955758462394102e-54,6
RMI1,9q21.32,1.216574989,1.2666839930053002e-53,6
COP1,1q25.1-q25.2,0.905264478,2.42848538557769e-53,6
PCOLCE2,3q23,-3.575760196,5.96746253465872e-53,6
NARF,17q25.3,1.141953786,6.69962638718779e-53,6
COMP,19p13.11,3.461702013,8.73744033542012e-53,6
UNC5B,10q22.1,1.594425031,1.4037808450786e-52,6
AP4M1,7q22.1,0.931809973,1.41376990892471e-52,6
GJB3,1p34.3,3.440835818,1.71328441391479e-52,6
PSMD4,1q21.3,1.112698929,4.89187924744278e-52,6
MAP3K20,2q31.1,-1.74583346,1.50921358126869e-51,6
MYOCD,17p12,-3.074702517,1.79807304774299e-51,6
TAF5L,1q42.13,0.845462699,2.0604649963421602e-51,6
PGK1,Xq21.1,1.193396719,2.13826115152288e-51,6
ITM2A,Xq21.1,-2.225205339,1.43723496921721e-50,6
TMEM245,9q31.3,-1.199095463,1.94797923431933e-50,6
AC024940.1,,3.722980342,2.25474649605407e-50,6
RTL5,Xq13.1,-1.588147891,1.22410202285639e-49,6
KIAA1841,,1.256057255,2.34845825187311e-49,6
ANAPC7,12q24.11,0.810388026,2.7228023386024297e-49,6
LDB3,10q23.2,-2.115401713,2.8441535568855797e-49,6
ELOVL5,6p12.1,-1.52900811,4.54892295435319e-49,6
KDM2B,12q24.31,0.921914482,1.56029742796973e-48,6
TGFBR2,3p24.1,-2.023959263,5.7857129082362e-48,6
PCYOX1,2p13.3,-1.380867085,9.591133201193259e-48,6
MTA2,11q12.3,0.824207921,1.98893490205586e-47,6
PRPF19,11q12.2,0.836558998,1.99749319011121e-47,6
PARD3B,2q33.3,-1.47362956,1.0251660780451901e-46,6
SGK2,20q13.12,-3.209905821,2.01872305135653e-46,6
STARD13,13q13.1-q13.2,-1.234726017,2.6821245212968403e-46,6
CBX8,17q25.3,1.35209623,3.1114661308790703e-46,6
ADD1,4p16.3,-0.792411816,2.73962666215469e-45,6
NAALADL1,11q13.1,-1.307377909,8.50720389712681e-45,6
GBP1,1p22.2,1.89482873,1.71425035563817e-44,6
KLC2,11q13.2,1.039786132,4.97916635203293e-44,6
CAVIN1,17q21.2,-1.658966179,1.01562930797246e-43,6
ZDHHC9,Xq26.1,1.025804453,5.2233632201587e-43,6
CARF,2q33.2,-1.06159553,1.1903572533054599e-42,6
SLC10A6,4q21.3,-2.084624687,1.47433246514025e-42,6
MBOAT7,19q13.42,1.08046559,2.87991098552599e-42,6
BID,22q11.21,0.983651074,6.85338829062051e-42,6
SLC1A7,1p32.3,-2.519097319,7.11597493243823e-42,6
KANK3,19p13.2,-2.033173203,3.38173210513213e-41,6
SLC3A2,11q12.3,0.975337248,4.90656294236656e-41,6
FILIP1L,3q12.1,-1.691262201,1.02425298611355e-40,6
GALNT14,2p23.1,2.23699526,2.1274452990912298e-40,6
ZNF175,19q13.41,-1.242298891,2.3532116027795097e-40,6
TFAP4,16p13.3,1.073208675,2.7656284474698e-40,6
CLPTM1L,5p15.33,0.91916967,9.038200877194289e-40,6
ME2,18q21.2,1.024582406,6.00139716382643e-39,6
